Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2015-05-26,AliceSprings,11.4,26.2,0.0,2.4,8.3,ESE,26.0,,ESE,0.0,11.0,45.0,25.0,1023.9,1019.7,6.0,5.0,17.6,25.7,No,No
2012-07-31,PearceRAAF,12.5,20.2,0.0,,0.2,NNW,50.0,NW,WSW,11.0,17.0,70.0,76.0,1015.2,1012.4,8.0,8.0,15.9,17.4,No,Yes
2009-11-17,Darwin,24.0,33.4,9.0,7.0,10.5,SW,41.0,NW,NW,11.0,15.0,69.0,73.0,1009.5,1008.1,2.0,6.0,30.6,29.8,Yes,No
2016-08-02,Wollongong,12.8,14.1,0.2,,,SSW,48.0,SW,SW,17.0,22.0,66.0,89.0,1014.2,1015.2,8.0,8.0,13.7,10.1,No,Yes
2013-07-26,Williamtown,4.0,20.0,,,,WNW,48.0,NW,W,15.0,24.0,88.0,25.0,1027.1,1023.8,,,9.1,19.4,,
2012-01-09,Albany,15.8,20.0,0.0,,,,,,SE,0.0,17.0,76.0,68.0,,,8.0,8.0,17.4,19.0,No,No
2014-06-14,Katherine,17.3,28.9,0.0,4.0,,SSE,39.0,SE,SSE,24.0,28.0,58.0,45.0,1016.2,1012.3,3.0,0.0,21.4,28.0,No,No
2015-01-13,BadgerysCreek,19.0,28.6,0.4,,,ENE,24.0,W,ENE,2.0,13.0,77.0,60.0,1010.1,1004.6,,,22.6,27.7,No,No
2011-07-26,Penrith,2.9,18.2,0.2,,,W,30.0,,WSW,0.0,17.0,97.0,38.0,,,,,8.3,18.0,No,No
2014-05-14,PearceRAAF,11.9,21.6,0.0,,,W,31.0,N,W,9.0,17.0,82.0,57.0,1019.9,1017.2,7.0,5.0,16.1,20.1,No,No
2015-07-08,Uluru,3.6,22.3,0.0,,,NE,33.0,ESE,ESE,9.0,13.0,47.0,20.0,1021.5,1017.2,,,10.7,21.4,No,No
2010-09-12,Penrith,5.5,21.5,0.0,,,NNE,30.0,N,NE,6.0,13.0,73.0,43.0,,,,,12.5,20.6,No,No
2016-08-01,MountGinini,0.3,1.9,0.0,,,W,65.0,W,W,20.0,20.0,100.0,100.0,,,,,1.7,0.2,No,Yes
2017-03-02,NorahHead,20.0,27.1,4.8,,,ENE,22.0,SSW,E,6.0,11.0,98.0,78.0,1017.8,1015.8,,,21.4,25.4,Yes,Yes
2011-07-20,Penrith,6.8,17.8,2.8,,,SSW,54.0,SSW,SSW,19.0,30.0,72.0,59.0,,,,,15.0,17.1,Yes,No
2014-03-25,PerthAirport,21.6,28.6,0.2,7.4,0.6,SSW,54.0,W,SW,11.0,31.0,56.0,65.0,1020.1,1018.0,8.0,8.0,24.3,25.3,No,No
2016-08-24,Cairns,18.0,28.0,0.0,4.8,,NNE,30.0,E,N,2.0,13.0,72.0,78.0,1013.3,1009.0,,,25.5,26.5,No,No
2015-11-18,Portland,5.5,24.1,0.0,7.8,8.8,W,54.0,ENE,E,9.0,17.0,76.0,60.0,1013.9,1009.8,7.0,,14.9,22.1,No,No
2015-03-18,SalmonGums,19.4,29.1,0.0,,,W,54.0,WNW,W,24.0,24.0,54.0,64.0,,,,,24.8,23.8,No,No
2011-10-25,Witchcliffe,12.0,22.4,0.0,,,SE,30.0,ESE,E,11.0,13.0,77.0,51.0,1014.4,1011.2,,,14.9,21.0,No,No
2012-02-24,Penrith,17.1,31.7,0.0,,,ENE,24.0,SE,NNW,2.0,4.0,78.0,33.0,,,,,22.6,31.1,No,No
2014-08-28,Richmond,11.2,19.1,10.6,,,SSE,44.0,SSW,SSE,17.0,17.0,88.0,60.0,1027.2,1025.6,8.0,8.0,13.6,17.2,Yes,No
2008-05-21,Canberra,3.8,17.4,0.0,2.6,7.3,E,24.0,ESE,W,2.0,7.0,81.0,47.0,1024.5,1022.9,6.0,2.0,8.0,16.6,No,No
2013-03-12,Adelaide,26.1,38.2,0.0,24.0,11.3,WSW,50.0,NNE,NW,13.0,30.0,25.0,18.0,1011.6,1008.0,,,31.6,37.2,No,No
2012-01-02,Wollongong,18.0,24.5,0.0,,,NE,50.0,NNE,NE,17.0,39.0,69.0,70.0,1018.3,1016.1,,,23.3,23.7,No,No
2013-09-09,Hobart,6.2,13.6,0.8,4.2,0.3,NNW,65.0,NW,NNW,9.0,33.0,83.0,69.0,1008.7,997.9,,,7.3,13.1,No,Yes
2013-06-29,Katherine,15.7,32.0,0.0,7.2,,E,44.0,SE,ESE,15.0,26.0,49.0,21.0,1017.2,1013.6,2.0,3.0,21.2,31.0,No,No
2011-11-07,SalmonGums,10.2,26.4,0.2,,,NW,56.0,W,NW,19.0,30.0,49.0,22.0,,,,,19.6,25.9,No,No
2013-11-14,Nuriootpa,2.5,23.4,0.0,4.2,12.0,SE,48.0,ENE,N,19.0,9.0,57.0,26.0,1020.5,1017.8,3.0,4.0,13.1,21.2,No,No
2015-05-26,Williamtown,8.7,19.6,0.0,1.8,7.7,NW,26.0,WNW,WNW,19.0,9.0,81.0,55.0,1029.7,1026.7,5.0,7.0,12.5,17.6,No,No
2013-07-20,NorfolkIsland,16.0,19.2,0.0,3.0,8.4,ENE,52.0,E,E,26.0,30.0,70.0,67.0,1022.5,1020.1,5.0,5.0,17.6,18.6,No,No
2013-11-18,Melbourne,11.5,27.7,0.0,4.6,11.4,SE,33.0,N,WNW,11.0,9.0,73.0,30.0,1016.4,1011.8,1.0,1.0,14.9,25.7,No,No
2015-05-31,Hobart,9.4,10.1,3.6,3.6,4.8,W,72.0,NW,WNW,19.0,17.0,73.0,39.0,998.0,1002.3,7.0,4.0,9.6,9.0,Yes,Yes
2009-07-02,Penrith,11.0,18.4,0.0,,,W,54.0,NW,WNW,20.0,24.0,45.0,36.0,,,,,15.7,16.8,No,No
2009-12-29,Melbourne,16.5,24.3,0.0,7.0,12.4,SSE,39.0,SE,SSE,13.0,26.0,66.0,57.0,1023.5,1022.5,6.0,0.0,19.1,23.2,No,No
2009-08-17,MelbourneAirport,7.4,15.3,5.0,4.0,8.4,NW,61.0,WNW,W,28.0,26.0,62.0,30.0,1015.7,1018.7,2.0,6.0,10.7,15.0,Yes,No
2012-01-07,Canberra,7.1,30.2,0.0,,,NW,43.0,WSW,WNW,4.0,24.0,69.0,23.0,1013.7,1009.2,,,16.0,27.8,No,Yes
2011-11-24,Darwin,25.2,33.3,0.4,6.6,3.5,,,ESE,E,28.0,19.0,77.0,55.0,1008.6,1005.8,6.0,7.0,27.9,32.8,No,No
2011-12-08,GoldCoast,17.4,25.0,76.0,,,S,61.0,SSW,SSE,22.0,43.0,100.0,74.0,1008.6,1007.9,,,17.8,23.7,Yes,Yes
2015-08-24,GoldCoast,17.8,23.6,0.0,,,NNW,33.0,NNW,NNW,22.0,17.0,75.0,72.0,1021.2,1017.3,,,21.8,22.4,No,Yes
2015-02-01,BadgerysCreek,15.7,27.3,0.0,,,SE,31.0,S,SE,4.0,19.0,73.0,57.0,1009.7,1008.5,,,20.2,24.7,No,No
2016-10-17,Perth,9.3,19.8,0.0,4.4,6.6,SW,33.0,SSE,SW,11.0,19.0,61.0,58.0,1025.5,1022.6,7.0,7.0,15.4,18.7,No,No
2013-10-10,Cobar,17.1,38.2,0.0,11.8,,SSW,63.0,NNE,NW,19.0,31.0,9.0,1.0,1011.9,1006.6,0.0,1.0,24.3,37.4,No,No
2012-09-24,Townsville,19.6,28.7,0.0,8.4,11.1,N,30.0,N,NNW,13.0,19.0,63.0,56.0,1014.3,1011.7,2.0,0.0,26.1,26.9,No,No
2012-09-06,Tuggeranong,8.3,16.5,2.2,,,WNW,50.0,WNW,WNW,28.0,22.0,57.0,50.0,1008.7,1007.9,,,12.0,15.6,Yes,No
2014-12-15,Mildura,17.3,39.9,0.0,11.4,11.4,WNW,52.0,SSE,NW,11.0,26.0,48.0,12.0,1007.4,1001.4,4.0,5.0,21.6,37.5,No,No
2011-10-26,AliceSprings,17.7,36.4,0.0,11.2,12.3,E,39.0,E,ENE,26.0,22.0,34.0,15.0,1016.2,1011.5,1.0,2.0,26.1,34.6,No,No
2016-04-04,Adelaide,10.5,27.6,0.0,,,N,24.0,NNW,W,2.0,9.0,45.0,25.0,1021.4,1016.0,,,18.6,27.6,No,No
2013-03-10,Melbourne,23.3,35.4,0.0,10.4,4.7,N,43.0,N,E,13.0,26.0,65.0,25.0,1016.3,1014.6,,,24.3,33.5,No,No
2013-08-22,PerthAirport,5.5,22.2,0.0,3.4,10.0,E,30.0,,NE,0.0,9.0,75.0,35.0,1030.5,1026.6,1.0,2.0,14.3,21.5,No,No
2009-10-07,BadgerysCreek,4.5,19.2,0.2,,,WSW,69.0,SW,WSW,15.0,37.0,56.0,43.0,1014.6,1012.7,,,12.5,15.5,No,No
2015-07-31,Woomera,7.8,24.3,0.0,,,N,33.0,ESE,N,9.0,22.0,76.0,29.0,1021.6,1016.3,,,11.5,23.1,No,No
2010-08-03,Newcastle,8.2,16.2,27.4,,,,,SE,SE,52.0,46.0,91.0,79.0,,,8.0,6.0,13.8,15.6,Yes,Yes
2015-06-10,NorfolkIsland,14.5,19.9,0.0,3.4,0.2,E,24.0,ESE,E,9.0,11.0,65.0,52.0,1026.6,1025.5,7.0,7.0,18.3,18.9,No,No
2011-06-24,Dartmoor,9.3,15.2,0.8,0.6,1.7,NW,35.0,NNW,NW,13.0,19.0,100.0,99.0,1024.8,1024.3,,,12.1,13.3,No,Yes
2014-01-23,CoffsHarbour,20.2,24.3,,,,WSW,33.0,SW,WSW,24.0,11.0,83.0,84.0,1020.2,1019.6,,8.0,22.6,22.6,,Yes
2013-09-15,Canberra,7.3,19.0,0.4,,,N,26.0,WNW,NNW,6.0,6.0,78.0,39.0,1019.7,1015.5,8.0,1.0,11.9,18.2,No,No
2015-02-08,Woomera,23.0,40.4,0.0,16.0,12.6,SE,43.0,SSE,WSW,22.0,9.0,36.0,15.0,1018.9,1017.2,0.0,0.0,26.4,38.3,No,No
2017-03-21,Cairns,24.0,31.6,0.2,,,ENE,30.0,ESE,ENE,7.0,19.0,74.0,72.0,1011.1,1007.5,,1.0,29.2,31.2,No,No
2014-01-10,Nuriootpa,14.5,36.8,0.0,11.0,12.7,WSW,39.0,NE,WSW,11.0,9.0,43.0,99.0,1015.1,1013.2,0.0,,26.3,35.8,No,No
2014-04-03,Moree,18.8,31.9,0.0,6.0,,NNE,33.0,NNE,NNW,20.0,6.0,72.0,38.0,1017.5,1014.6,0.0,3.0,23.1,31.0,No,
2014-02-28,Adelaide,14.6,25.5,0.0,5.8,12.2,SE,48.0,WNW,S,9.0,13.0,48.0,29.0,1022.5,1020.8,,,18.2,25.1,No,No
2009-08-27,Dartmoor,9.6,15.3,2.4,2.4,4.8,WNW,56.0,NNW,WNW,24.0,26.0,94.0,87.0,1009.0,1007.6,,,10.2,14.7,Yes,Yes
2017-05-09,Townsville,17.0,30.0,0.0,6.0,,SSE,33.0,SSE,NE,11.0,17.0,59.0,49.0,1015.7,1011.1,8.0,,24.4,29.2,No,No
2015-11-20,Mildura,21.1,33.2,0.0,16.0,12.4,SW,61.0,SSW,SW,13.0,26.0,38.0,24.0,1012.6,1011.5,2.0,2.0,26.6,31.6,No,No
2012-08-31,PearceRAAF,7.0,22.4,0.0,,5.4,WNW,41.0,NNE,WNW,15.0,20.0,46.0,83.0,1014.5,1012.3,2.0,2.0,17.1,19.2,No,
2013-04-03,MountGinini,4.9,11.6,0.2,,,E,22.0,ENE,E,9.0,6.0,,96.0,,,,,,6.8,No,No
2009-01-02,Sale,8.0,18.9,0.0,,11.7,W,50.0,W,WSW,30.0,33.0,61.0,36.0,1016.2,1017.3,3.0,6.0,12.5,16.7,No,No
2015-02-28,Dartmoor,14.8,32.9,0.2,4.4,4.0,WNW,43.0,NNE,SW,13.0,20.0,96.0,49.0,1004.4,1002.1,,,20.1,29.0,No,Yes
2015-09-05,CoffsHarbour,13.3,21.0,0.4,,,ENE,33.0,NW,NE,6.0,24.0,62.0,67.0,1023.0,1018.8,,7.0,18.2,18.5,No,Yes
2009-09-28,Sale,8.8,16.0,1.2,2.4,6.2,WNW,54.0,W,WSW,22.0,35.0,66.0,62.0,1010.4,1009.9,5.0,6.0,13.9,13.6,Yes,No
2016-08-25,Woomera,7.7,17.7,0.0,4.0,,S,35.0,SE,S,19.0,22.0,59.0,35.0,1018.5,1017.9,5.0,,12.6,16.3,No,No
2009-07-30,Darwin,15.1,31.0,0.0,9.4,10.9,E,48.0,SE,SE,24.0,20.0,34.0,19.0,1017.4,1012.4,3.0,3.0,21.4,30.1,No,No
2014-08-28,Woomera,10.1,25.0,0.0,6.0,,ENE,37.0,E,ENE,15.0,15.0,39.0,21.0,1028.5,1025.5,0.0,0.0,17.1,23.6,No,No
2010-06-25,Williamtown,9.4,19.5,0.0,2.4,1.6,NNW,15.0,NW,NW,9.0,6.0,92.0,62.0,1025.8,1022.1,7.0,6.0,13.0,19.0,No,No
2012-05-11,MountGambier,9.8,15.9,3.8,1.4,6.7,W,48.0,WSW,WSW,17.0,26.0,64.0,69.0,1020.0,1020.5,2.0,6.0,13.5,12.5,Yes,Yes
2014-03-25,Sale,10.4,22.3,0.8,3.4,3.0,E,46.0,ENE,E,6.0,28.0,93.0,57.0,1026.1,1024.6,7.0,8.0,15.8,21.7,No,No
2016-04-19,Moree,12.5,28.7,0.0,4.6,8.8,E,31.0,NE,S,20.0,11.0,62.0,25.0,1020.5,1017.1,7.0,7.0,20.7,27.7,No,No
2013-04-17,Melbourne,11.6,19.3,0.0,4.0,1.8,S,33.0,W,S,11.0,24.0,70.0,60.0,1018.1,1016.3,7.0,7.0,13.8,17.7,No,No
2016-06-04,MelbourneAirport,8.4,14.3,5.4,1.0,0.0,SSW,17.0,,S,0.0,13.0,97.0,96.0,1017.5,1012.1,8.0,8.0,10.3,12.3,Yes,Yes
2016-02-05,Dartmoor,15.0,28.2,0.0,6.2,12.8,SE,41.0,ESE,SE,24.0,24.0,63.0,42.0,1021.5,1017.8,,,17.3,27.1,No,No
2012-03-03,Launceston,9.0,19.6,0.0,,,NNE,33.0,ESE,ENE,6.0,13.0,65.0,54.0,1024.0,1020.0,,,13.6,19.2,No,Yes
2016-04-23,Sydney,16.2,20.2,6.6,3.4,1.3,SSW,52.0,SSW,SSW,22.0,17.0,83.0,85.0,1024.2,1024.5,7.0,6.0,16.8,16.5,Yes,Yes
2010-10-22,Brisbane,13.0,25.4,0.0,3.0,11.7,E,22.0,SSE,E,4.0,11.0,55.0,47.0,1023.2,1019.0,3.0,2.0,22.0,24.2,No,No
2013-01-08,Williamtown,17.2,41.1,0.0,11.6,12.7,NW,65.0,NNW,WNW,22.0,35.0,53.0,15.0,1007.8,1001.2,1.0,1.0,28.1,40.4,No,No
2013-01-26,NorfolkIsland,20.2,25.8,1.0,4.6,9.2,E,59.0,E,E,31.0,39.0,78.0,65.0,1017.9,1016.7,6.0,3.0,22.8,24.4,No,No
2010-10-14,MountGambier,3.9,18.6,0.0,3.8,9.6,NNW,41.0,N,NNW,19.0,22.0,59.0,52.0,1010.2,1005.2,2.0,7.0,11.4,17.2,No,Yes
2015-10-19,Witchcliffe,10.2,20.2,5.8,,,SW,30.0,S,SSW,13.0,15.0,60.0,60.0,1022.8,1021.7,,,16.5,18.1,Yes,No
2009-08-05,NorahHead,10.1,17.5,0.0,,,WNW,24.0,W,NE,13.0,15.0,65.0,56.0,1022.1,1020.4,,,12.1,16.6,No,No
2014-07-09,Newcastle,2.2,,0.0,,,,,,,0.0,,68.0,,,,0.0,,7.8,,No,No
2009-06-26,Perth,9.5,16.6,0.6,1.2,0.1,NNE,41.0,NE,N,11.0,15.0,89.0,86.0,1009.1,1004.7,7.0,8.0,12.8,15.9,No,Yes
2015-07-11,Townsville,16.8,26.7,0.0,5.8,8.6,ENE,31.0,SSE,ENE,7.0,26.0,72.0,72.0,1019.0,1015.7,1.0,3.0,22.7,24.4,No,No
2015-07-14,Nhil,6.3,11.0,0.2,,,WSW,70.0,N,SW,11.0,52.0,93.0,92.0,1014.5,1010.2,,,7.0,8.4,No,Yes
2009-08-23,Albury,5.8,18.9,3.8,,,NNE,26.0,ENE,NNE,7.0,11.0,94.0,67.0,1011.5,1007.1,3.0,3.0,10.8,18.2,Yes,Yes
2009-09-15,MountGambier,3.6,17.4,0.2,2.4,10.2,NNW,37.0,N,NNW,19.0,20.0,71.0,45.0,1020.2,1016.9,6.0,3.0,10.9,17.1,No,No
2011-08-15,GoldCoast,10.8,20.8,0.2,,,SSE,37.0,SSW,SE,9.0,26.0,68.0,61.0,1023.7,1020.0,,,16.9,19.2,No,No
2009-07-13,Launceston,4.9,14.1,25.0,,,NNW,28.0,WNW,NNW,4.0,17.0,98.0,67.0,998.1,997.6,,,7.7,13.0,Yes,No
2009-07-21,Launceston,2.1,14.2,2.4,,,NNW,31.0,,NW,0.0,13.0,98.0,74.0,1011.5,1007.6,,,4.7,12.6,Yes,Yes
2015-10-22,Tuggeranong,12.8,19.7,13.0,,,SSE,39.0,SSE,SE,11.0,20.0,89.0,60.0,1013.7,1013.6,,,13.4,18.6,Yes,No
2011-11-22,Darwin,25.9,32.4,1.8,8.4,9.5,NW,31.0,N,NW,9.0,24.0,73.0,63.0,1007.6,1004.1,7.0,7.0,30.0,31.8,Yes,Yes
2013-09-10,Melbourne,11.9,17.2,0.0,8.0,5.5,WSW,52.0,WSW,W,35.0,28.0,66.0,44.0,1007.5,1006.5,7.0,7.0,12.9,15.4,No,No
2009-12-07,MountGinini,10.2,21.5,0.0,,,WSW,44.0,W,WNW,22.0,24.0,50.0,36.0,,,,,12.4,20.4,No,No
2010-03-18,WaggaWagga,13.8,30.6,0.0,4.4,10.8,E,31.0,ENE,N,7.0,7.0,73.0,27.0,1025.7,1022.0,3.0,1.0,18.9,29.6,No,No
2014-06-25,Katherine,8.5,29.7,0.0,5.8,,ESE,46.0,ESE,ESE,17.0,22.0,39.0,66.0,1019.8,1014.9,0.0,0.0,18.9,28.7,No,No
2010-04-29,SalmonGums,5.3,29.3,0.0,,,N,35.0,N,NNE,24.0,19.0,35.0,20.0,,,,,21.1,28.3,No,No
2013-12-19,NorahHead,19.6,25.1,0.0,,,NE,57.0,NNE,NE,26.0,37.0,72.0,70.0,1022.5,1019.4,,,22.1,23.2,No,No
2016-10-22,Wollongong,14.5,17.7,0.4,,,S,59.0,SSW,S,30.0,39.0,89.0,83.0,1010.4,1010.8,8.0,8.0,14.6,14.0,No,No
2015-08-05,Newcastle,4.0,15.5,0.0,,,,,NW,,19.0,,55.0,,,,0.0,,7.8,,No,No
2010-03-08,Moree,20.4,29.6,0.0,5.8,4.3,WSW,46.0,NNE,N,28.0,17.0,81.0,67.0,1013.6,1012.7,7.0,6.0,22.5,27.2,No,Yes
2015-07-19,Ballarat,-5.6,8.3,0.0,,,NNW,31.0,ESE,N,4.0,15.0,99.0,66.0,1033.6,1032.0,,6.0,0.0,7.2,No,No
2011-08-16,Mildura,10.8,20.5,2.2,2.0,0.6,NNE,37.0,NE,N,17.0,17.0,75.0,31.0,1015.2,1010.6,7.0,8.0,13.4,20.4,Yes,Yes
2013-03-20,Williamtown,11.9,26.4,0.0,4.6,10.7,E,39.0,,ENE,0.0,20.0,80.0,48.0,1025.1,1022.0,1.0,3.0,19.7,25.4,No,No
2014-03-30,Tuggeranong,8.9,20.5,2.6,,,SSW,30.0,,SSW,0.0,17.0,100.0,76.0,1020.4,1019.7,,,12.0,17.5,Yes,Yes
2014-11-29,Brisbane,19.4,27.3,1.0,7.8,12.3,ENE,31.0,ESE,E,11.0,13.0,48.0,47.0,1019.4,1016.6,3.0,2.0,24.8,25.7,No,No
2013-07-17,NorfolkIsland,12.2,17.1,1.2,3.4,2.5,E,46.0,ENE,E,26.0,26.0,64.0,62.0,1031.0,1028.1,7.0,7.0,15.0,16.4,Yes,No
2015-08-16,Katherine,10.5,31.9,0.0,8.6,,E,39.0,ESE,SE,17.0,17.0,30.0,,1020.3,1015.4,2.0,,20.7,,No,No
2009-05-07,BadgerysCreek,6.3,22.9,0.0,,,SE,26.0,,,0.0,0.0,91.0,38.0,1024.6,1021.4,,,12.5,22.0,No,No
2015-08-18,CoffsHarbour,10.0,20.3,0.0,,,SW,31.0,SW,ESE,15.0,15.0,47.0,42.0,1020.4,1018.7,,,17.3,18.8,No,No
2015-11-22,Canberra,13.5,25.3,0.0,,,NW,39.0,NNE,WSW,11.0,11.0,69.0,39.0,1018.9,1013.8,8.0,5.0,15.6,24.4,No,No
2016-04-06,MelbourneAirport,12.4,15.4,8.0,7.6,0.1,W,41.0,SW,WSW,17.0,26.0,95.0,82.0,1015.6,1016.8,8.0,7.0,12.4,14.5,Yes,Yes
2016-11-13,PerthAirport,9.7,31.6,0.0,7.0,12.9,E,52.0,E,ESE,22.0,19.0,38.0,10.0,1023.0,1017.6,0.0,1.0,21.2,30.8,No,No
2015-06-04,PerthAirport,11.6,22.8,2.0,1.0,7.2,NNW,31.0,NNE,WNW,9.0,15.0,93.0,60.0,1024.2,1022.1,4.0,3.0,15.3,22.3,Yes,No
2017-05-20,Witchcliffe,6.9,16.9,5.4,,,WNW,65.0,WSW,NW,9.0,17.0,92.0,71.0,1013.7,1009.7,,,11.1,13.8,Yes,Yes
2012-04-12,Perth,13.1,30.8,0.0,6.0,5.3,SW,22.0,E,W,4.0,7.0,47.0,28.0,1021.7,1019.1,7.0,7.0,21.7,27.5,No,No
2012-10-23,Walpole,9.7,17.3,15.4,,,SSW,44.0,S,SSE,19.0,17.0,73.0,72.0,1019.4,1022.0,,,14.9,14.8,Yes,Yes
2011-07-05,PearceRAAF,4.2,15.8,0.0,,6.2,ESE,28.0,ESE,ENE,13.0,11.0,75.0,42.0,1032.2,1028.9,0.0,6.0,9.7,15.7,No,No
2013-09-14,Wollongong,13.4,19.1,17.6,,,S,50.0,SSW,SSW,26.0,33.0,92.0,73.0,1012.0,1010.8,2.0,4.0,15.3,17.9,Yes,Yes
2012-06-11,Penrith,8.8,13.5,6.6,,,SW,22.0,SSW,SSW,11.0,9.0,98.0,99.0,,,,,12.0,12.9,Yes,Yes
2016-12-23,Nuriootpa,14.4,37.7,0.0,8.0,8.6,WNW,50.0,N,W,19.0,22.0,100.0,16.0,1011.9,1007.9,6.0,,30.4,35.2,No,No
2010-03-04,Nuriootpa,12.2,30.5,0.0,10.0,10.3,ENE,39.0,,NNE,0.0,19.0,40.0,29.0,1009.8,1006.8,5.0,7.0,21.2,28.3,No,No
2008-12-19,Brisbane,20.5,31.8,2.0,10.2,12.8,SSE,33.0,NNE,NE,11.0,15.0,54.0,57.0,1006.9,1002.9,1.0,2.0,28.5,31.1,Yes,No
2014-09-05,Sale,1.8,16.0,0.0,,,E,26.0,WNW,E,9.0,17.0,85.0,61.0,1027.1,1025.7,1.0,1.0,8.1,15.3,No,No
2015-11-12,Bendigo,14.4,30.2,0.0,,,SSE,43.0,ESE,WNW,6.0,19.0,65.0,29.0,1015.1,1011.3,6.0,8.0,20.6,28.9,No,No
2015-05-01,NorahHead,15.1,21.3,15.4,,,NE,67.0,SW,S,7.0,30.0,99.0,88.0,1027.1,1023.3,,,16.6,19.0,Yes,Yes
2010-10-15,SalmonGums,6.5,19.7,0.2,,,SSE,37.0,S,SE,20.0,20.0,54.0,35.0,,,,,13.5,17.5,No,No
2012-11-13,BadgerysCreek,11.7,24.6,0.0,,,SE,33.0,S,ESE,7.0,19.0,50.0,53.0,1020.1,1018.2,,,19.3,20.9,No,Yes
2015-01-01,WaggaWagga,10.6,35.2,0.0,10.6,13.1,SW,41.0,E,SSW,15.0,11.0,49.0,12.0,1013.1,1010.4,1.0,6.0,22.8,33.5,No,No
2010-07-29,MelbourneAirport,4.6,13.3,6.6,0.8,0.0,N,41.0,NNW,N,13.0,22.0,83.0,74.0,1016.8,1013.4,7.0,7.0,11.1,12.9,Yes,No
2013-11-30,GoldCoast,18.5,23.2,13.2,,,SSE,69.0,S,SSE,28.0,43.0,99.0,77.0,1013.1,1014.3,,,18.7,20.9,Yes,Yes
2015-06-26,Uluru,3.8,18.3,0.0,,,E,39.0,ESE,E,19.0,20.0,73.0,37.0,1031.5,1027.6,,,8.8,17.2,No,No
2017-03-08,Watsonia,11.2,31.2,0.0,7.0,11.8,NNE,28.0,ESE,SSE,7.0,9.0,81.0,28.0,1018.8,1015.6,1.0,1.0,15.7,30.6,No,No
2011-03-11,Dartmoor,13.1,25.9,0.0,3.0,6.9,ESE,31.0,ESE,NW,13.0,9.0,94.0,62.0,1017.5,1015.2,,,15.9,23.7,No,No
2012-09-27,MountGambier,7.4,22.4,0.0,6.0,10.1,WNW,39.0,NNW,WSW,20.0,22.0,75.0,45.0,1006.2,1003.1,3.0,4.0,15.8,20.0,No,Yes
2015-07-16,Newcastle,5.2,15.5,0.0,,,,,NW,NW,4.0,28.0,89.0,73.0,,,6.0,6.0,9.2,13.4,No,No
2010-11-15,MountGambier,4.0,17.7,0.4,3.0,4.5,S,35.0,SW,SSW,7.0,22.0,71.0,56.0,1018.2,1016.8,7.0,7.0,12.9,15.3,No,No
2016-01-24,Watsonia,15.4,23.1,,4.6,4.7,SSW,28.0,SSW,SSW,9.0,15.0,100.0,70.0,1014.9,1014.3,7.0,7.0,16.5,20.6,,No
2009-11-15,Penrith,15.2,30.9,0.2,,,SE,41.0,S,,7.0,,45.0,,,,,,24.9,,No,No
2013-08-26,NorfolkIsland,14.9,18.3,0.0,3.6,2.2,SW,44.0,SSW,SSW,17.0,22.0,47.0,58.0,1022.9,1021.7,6.0,5.0,17.3,17.0,No,No
2010-10-25,Tuggeranong,2.9,19.7,0.0,,,ENE,22.0,ENE,NW,6.0,7.0,67.0,46.0,1022.9,1018.2,,,12.8,18.7,No,No
2013-11-22,Witchcliffe,13.6,24.1,3.8,,,ENE,35.0,SSE,E,13.0,17.0,99.0,64.0,1009.4,1007.5,,,14.3,21.7,Yes,Yes
2010-12-11,Canberra,9.7,22.1,0.2,7.2,12.9,NNW,50.0,WNW,NNW,20.0,28.0,47.0,42.0,1007.4,1003.9,1.0,2.0,16.3,21.4,No,No
2008-09-30,Canberra,2.3,16.8,0.0,4.8,11.4,N,41.0,NNW,NNW,6.0,28.0,52.0,34.0,1019.8,1017.0,2.0,1.0,9.8,16.3,No,No
2011-10-26,MelbourneAirport,7.5,19.4,0.0,3.2,12.5,S,33.0,SSE,SSE,20.0,13.0,65.0,50.0,1022.4,1020.5,6.0,2.0,12.8,18.0,No,No
2016-02-22,Newcastle,20.5,,,,,,,,,0.0,,86.0,,,,2.0,,24.0,,,
2015-06-17,Bendigo,8.4,14.2,0.2,,,S,22.0,,SSW,0.0,13.0,94.0,67.0,1013.2,1012.1,8.0,8.0,10.5,13.8,No,No
2013-07-10,Ballarat,-3.0,11.3,0.0,,,N,37.0,NNE,N,15.0,22.0,89.0,56.0,1032.3,1030.6,,,4.5,10.8,No,No
2014-09-19,NorfolkIsland,16.5,19.9,0.0,2.4,10.4,SW,39.0,WSW,WSW,22.0,24.0,72.0,63.0,1016.6,1014.5,2.0,5.0,18.7,18.5,No,No
2017-06-06,PearceRAAF,11.8,25.8,0.0,,7.7,NE,43.0,NNE,NNW,15.0,19.0,35.0,14.0,1024.5,1020.8,,,18.5,24.4,No,No
2016-03-26,Tuggeranong,12.4,26.1,0.0,,,N,28.0,WNW,NNW,2.0,11.0,78.0,29.0,1017.9,1014.6,,,15.8,24.6,No,No
2017-05-05,SalmonGums,10.1,23.7,0.0,,,SSW,33.0,WSW,SSW,13.0,15.0,60.0,38.0,,,,,19.0,23.1,No,No
